
ALAVES, SEVILLA,2025-09-21 
BARCELONA, GETAFE,2025-09-21 
BETIS, REAL SOCIEDAD,2025-09-21 
ELCHE, OVIEDO,2025-09-21 
GIRONA, LEVANTE,2025-09-21 
VALENCIA, ATH.BILBAO,2025-09-21 
MALLORCA, ATL.MADRID,2025-09-21 
RAYO VALLECANO, CELTA,2025-09-21 
REAL MADRID, ESPANYOL,2025-09-21 
VILLARREAL, OSASUNA,2025-09-21 
