Equipo Local,Equipo Visitante,Fecha
ATH.BILBAO,VALENCIA,2026-05-10
ATL.MADRID,CELTA,2026-05-10
BARCELONA,REAL MADRID,2026-05-10
LEVANTE,OSASUNA,2026-05-10
MALLORCA,VILLARREAL,2026-05-10
ELCHE,ALAVES,2026-05-10
REAL SOCIEDAD,BETIS,2026-05-10
SEVILLA,ESPANYOL,2026-05-10
OVIEDO,GETAFE,2026-05-10
RAYO VALLECANO,GIRONA,2026-05-10
