Equipo Local,Equipo Visitante,Fecha
ATH.BILBAO,BETIS,2026-03-22
BARCELONA,RAYO VALLECANO,2026-03-22
ELCHE,MALLORCA,2026-03-22
ESPANYOL,GETAFE,2026-03-22
LEVANTE,OVIEDO,2026-03-22
SEVILLA,VALENCIA,2026-03-22
CELTA,ALAVES,2026-03-22
REAL MADRID,ATL.MADRID,2026-03-22
OSASUNA,GIRONA,2026-03-22
VILLARREAL,REAL SOCIEDAD,2026-03-22
