
ATL.MADRID,REAL MADRID,2025-09-28
BARCELONA,REAL SOCIEDAD,2025-09-28
BETIS,OSASUNA,2025-09-28
GETAFE,LEVANTE,2025-09-28
RAYO VALLECANO,SEVILLA,2025-09-28
MALLORCA,ALAVES,2025-09-28
VILLARREAL,ATH.BILBAO,2025-09-28
ELCHE,CELTA,2025-09-28
GIRONA,ESPANYOL,2025-09-28
VALENCIA,OVIEDO,2025-09-28

