
ATL.MADRID,VILLARREAL,2025-09-14 
BARCELONA,VALENCIA,2025-09-14 
CELTA,GIRONA,2025-09-14 
ESPANYOL,MALLORCA,2025-09-14 
GETAFE,OVIEDO,2025-09-14 
OSASUNA,RAYO VALLECANO,2025-09-14 
ATH.BILBAO,ALAVES,2025-09-14 
LEVANTE,BETIS,2025-09-14 
SEVILLA,ELCHE,2025-09-14 
REAL SOCIEDAD,REAL MADRID,2025-09-14 


