Equipo Local,Equipo Visitante,Fecha
ATH.BILBAO,REAL MADRID,2026-01-11
GETAFE,REAL SOCIEDAD,2026-01-11
GIRONA,OSASUNA,2026-01-11
VILLARREAL,ALAVES,2026-01-11
BARCELONA,ATL.MADRID,2026-01-11
OVIEDO,BETIS,2026-01-11
SEVILLA,CELTA,2026-01-11
VALENCIA,ELCHE,2026-01-11
LEVANTE,ESPANYOL,2026-01-11
RAYO VALLECANO,MALLORCA,2026-01-11
