
GIRONA,RAYO VALLECANO,2025-08-18
VILLARREAL,OVIEDO,2025-08-18
ALAVES,LEVANTE,2025-08-18
MALLORCA,BARCELONA,2025-08-18
VALENCIA,REAL SOCIEDAD,2025-08-18
CELTA,GETAFE,2025-08-18
ATH.BILBAO,SEVILLA,2025-08-18
ESPANYOL,ATL.MADRID,2025-08-18
ELCHE,BETIS,2025-08-18
REAL MADRID,OSASUNA,2025-08-18

