
ALAVES,ATL.MADRID,2025-08-31
CELTA,VILLARREAL,2025-08-31
ELCHE,LEVANTE,2025-08-31
ESPANYOL,OSASUNA,2025-08-31
GIRONA,SEVILLA,2025-08-31
OVIEDO,REAL SOCIEDAD,2025-08-31
BETIS,ATH.BILBAO,2025-08-31
RAYO VALLECANO,BARCELONA,2025-08-31
VALENCIA,GETAFE,2025-08-31
REAL MADRID,MALLORCA,2025-08-31
