nombre_jugador
Marco Carnesecchi
Francesco Rossi
Marco Sportiello
Odilon Kossounou
Isak Hien
Raoul Bellanova
Berat Djimsiti
Sead Kolašinac
Giorgio Scalvini
Lorenzo Bernasconi
Honest Ahanor
Davide Zappacosta
Yunus Musah
Mario Pašalić
Lazar Samardžić
Éderson
Marten de Roon
Marco Brescianini
Nicola Zalewski
Kamaldeen Sulemana
Gianluca Scamacca
Ademola Lookman
Charles De Ketelaere
Daniel Maldini
Nikola Krstović
