nombre_jugador
Ondrej Kolar
Jakub Markovic
Jindrich Stanek
Youssoupha Mbodji
Stepan Chaloupek
Tomas Holes
David Zima
Igoh Ogbu
Daiki Hashioka
Jan Boril
Tomas Vlcek
Ondrej Zmrzly
Dominik Javorcek
Muhammed-Cham Saracevic
Christos Zafeiris
Youssoupha Sanyang
David Moses
Lukas Provod
Oscar Dorley
Giannis-Fivos Botos
David Doudera
Lukas Vorlicky
Michal Sadilek
Divine Teah
Erik Prekop
Vasil Kusej
Mojmir Chytil
Emmanuel Fully
Tomas Chory
Ivan Schranz
Daniel Toula
