Raúl Rangel
Guillermo Ochoa
Carlos Acevedo
César Montes  Edson Álvarez
Israel Reyes
Jesús Gallardo
Johan Vásquez
Jorge Sánchez
Mateo Chávez
Álvaro Fidalgo
Brian Gutiérrez
Erik Lira
Gilberto Mora  Luis Chávez
Luis Romo
Obed Vargas
Orbelín Pineda
Alexis Vega
Armando González
César Huerta
Guillermo Martínez
Julián Quiñones
Raúl Jiménez
Roberto Alvarado
Santiago Gimenez
