Mohamed El Shenawy
Mostafa Shobeir
Al-Mahdy Soliman
Mohamed Alaa
Mohamed Hany
Tarek El Ala
Hamdi Fathy
Ramy Rabia
Yasser Ibrahim
Hossam Abdel-Maguid
Mohamed Abdelmonem
Ahmed Fotouh
Karim Hafez
Marwan Attia
Mohand Lashin
Nabil Emad Dunga
Mahmoud Saber
Ahmed Sayed Zizo
Imam Ashour
Mostafa Abdel-Raouf Ziko
Mahmoud Trezeguet
Ibrahim Ade l
Haithem Hassan
Mohamed Salah
Omar Marmoush
Aktai Abdullah
Hamza Abdelkarim
