Matt Turner
Matt Freese
Chris Brady
Sergiño Dest
Chris Richards
Antonee Robinson
Auston Trusty
Miles Robinson
Tim Ream
Alex Freeman
Max Arfsten
Mark McKenzie
Joe Scally
Tyler Adams
Gio Reyna
Weston McKennie
Brenden Aaronson
Sebastian Berhalter
Cristian Roldan
Malik Tillman
Ricardo Pepi
Christian Pulisic
Haji Wright
Folarin Balogun
Tim Weah
Alejandro Zendejas
