Yassine Bono
Munir El Kajoui
Ahmed Reda Tagnaouti
Achraf Hakimi
Noussair Mazraoui
Anass Salah-Eddine
Nayef Aguerd
Issa Diop
Chadi Riad
Youssef Belammari
Redouane Halhal
Zakaria El Ouahdi
Azzedine Ounahi
Neil El Aynaoui
Sofyan Amrabat
Ayyoub Bouaddi
Samir El Mourabet
Bilal El Khannouss
Ismael Saibari
Brahim Díaz
Abde Ezzalzouli
Yassine Gessime
Chemsdine Talbi
Soufiane Rahimi
Ayoub El Kaabi
Ayoub Amaimouni-Echghouyab
