ALAVES,VITORIA,
ATH.BILBAO,BILBAO,
ATL.MADRID,MADRID,
BARCELONA,BARCELONA,
BETIS,SEVILLA,
CELTA,VIGO,
ELCHE,ELCHE,
ESPANYOL,BARCELONA,
GETAFE,GETAFE,
GIRONA,GIRONA,
LEVANTE,VALENCIA,
MALLORCA,PALMA de MALLORCA,
OSASUNA,PAMPLONA,
OVIEDO,OVIEDO,
RAYO VALLECANO,MADRID,
REAL MADRID,MADRID,
REAL SOCIEDAD,SAN SEBASTIAN,
SEVILLA,SEVILLA,
VALENCIA,VALENCIA,
VILLARREAL,VILLARREAL,
